sumber,tanggal,teks_bersih,urgensi,sentimen,kategori_infrastruktur,kategori_lingkungan,kategori_air_sanitasi,kategori_bencana,kategori_transportasi,kategori_pelayanan_publik,kategori_ekonomi,kategori_keamanan,kategori_pendidikan,kategori_kesehatan
berita_kaggle,2026-03-26,kepala desa buni bakti sidi sumardi meminta bupati bekasi ade kuswara kunang tak menganaktirikan masyarakat wilayah utara bekasi termasuk babelan kritik tersebut disampaikan sidi setelah ade tak kunjung mendatangi wilayahnya yang terendam banjir sejak selasa 3 3 2025 jangan dianaktirikan kita yang di utara babelan tarumajaya bupati harus cepat tanggap,2,2,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2025-04-08,wali kota jakarta pusat jakpus arifin mengimbau kepada para pendatang baru untuk melapor status kependudukan ke rt rw atau kelurahan setempat di tempat mereka tinggal prinsipnya para pendatang atau perantau harus segera lapor diri status kependudukannya kata arifin saat dihubungi selasa 8 4 2025 arifin menyampaikan tidak ada operasi yustisi,1,0,0,0,0,0,0,1,0,0,0,0
twitter,2026-03-26,ini total pph21 yang harus gw bayar bulan ini gede parah yang lebih menyakitkan pajak gw dikorup dan gw ga dapat timbal balik jalan rusak pendidikan jelek kesehatan jelek mar 31,1,0,1,0,0,0,0,0,0,0,1,1
berita_kaggle,2026-03-26,car free day cfd di kawasan sudirman thamrin jakarta tampak dipadati warga pada minggu pagi 11 5 2025 bertepatan dengan hari kedua libur panjang akhir pekan long weekend pantauan kompas com pada pukul 08 30 wib stasiun sudirman menjadi salah satu titik kedatangan warga yang hendak beraktivitas di area cfd,0,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,jaksa agung muda pengawas rudi margono menyatakan pemeriksaan terhadap mantan kepala kejaksaan tinggi sumatera utara idianto atas dugaan pelanggaran kode etik sudah selesai dilakukan berdasarkan pemeriksaan tersebut rudi mengklaim belum ada alat bukti cukup yang mengindikasikan idianto menerima uang dari proyek jalan di sumatera utara pemeriksaan sudah selesai hasilnya masih,1,2,1,0,0,0,0,0,0,0,0,0
twitter,2026-03-26,asyik nak tuding jari kat orang ajer jenis bingai dan dongoi mmg x boleh bawa bincang woi dongoi punya menteri kalau jalan berlubang sebelum krajaan madani pak menteri bingai ni nak salahkan kerajaan dulu juga ka cap ayam mar 31,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,sejumlah pengendara sepeda motor terjebak banjir di beberapa ruas jalan di kelapa gading jakarta utara rabu 29 1 2025 pengamatan kompas com di lokasi sekitar pukul 09 35 wib banyak pengendara yang berkumpul di putaran kelapa gading para pengendara ini terpaksa berhenti karena akses jalan di boulevard utara terendam banjir,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,wakil presiden wapres ri gibran rakabuming menegaskan bahwa pembangunan ibu kota nusantara ikn akan dilanjutkan dan diselesaikan gibran mengatakan ini di hadapan warga dayak dalam acara perayaan ulang tahun ketua tariu borneo bangkule rajakng tbbr pangalangok jilah di patih patinggi desa sepang kecamatan toho kabupaten mempawah kalimantan barat sabtu 23,0,1,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,ringkasan berita kementerian sosial mencoret penerima bansos karena berjudi online penyaluran bansos masih memakai data lama yang rentan akan potensi salah sasaran penerima bansos bermain judi menjadi indikator sinyal krisis yang lebih dalam menteri sosial saifullah yusuf tak menyangka permintaannya kepada pusat pelaporan dan analisis transaksi keuangan ppatk untuk memverifikasi,2,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-30,qyanqyun bagus di alihkan aja buat anak2 putus sekolah,2,2,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,deretan mobil dan motor mewah mendadak memadati lobi gedung komisi pemberantasan korupsi kpk kamis 21 8 2025 kendaraan kendaraan itu sebelumnya disita kpk dalam operasi tangkap tangan ott terkait kasus dugaan pemerasan terhadap perusahaan dalam pengurusan sertifikat k3 keselamatan dan kesehatan kerja di kementerian ketenagakerjaan ada sepuluh orang yang diamankan,0,0,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2024-09-27,komisi pemilihan umum kpu jakarta barat menyiapkan lokasi tempat pemungutan suara tps cadangan pada saat pilkada jakarta ketua kpu jakarta barat endang istianti mengatakan langkah itu disiapkan untuk mengantisipasi banjir saat pemilihan nanti kami membuat plan a b dan c jadi kalau mendadak kebanjiran punya lokasi cadangan ucap ketua kpu,0,1,0,1,0,0,0,0,0,0,0,0
twitter,2026-03-29,lord jojo jgn dikira jkt itu rata2 masarakat mampu justru di jkt byk anak ga sampai lulus sd dan byk yg ekonomi nya kurang kadang makan sehari 1x realita nya begitu jadi jgn iri klo pemerintah bersikap adil bukan cuma daerah 3t aja yg perlu di benahi 10 putus sekolah,1,1,0,0,0,0,0,0,1,0,1,0
berita_kaggle,2026-03-26,seorang pelanggan go transit layanan milik gojek mengeluhkan layanan itu sempat mengalami gangguan pada rabu 8 10 2025 siang gotransit adalah fitur dalam aplikasi gojek yang memudahkan pengguna untuk melakukan pemesanan goride gocar dan tiket krl commuter line dalam satu transaksi akibat permasalahan tersebut dita mengaku tak bisa melakukan tap,1,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta presiden prabowo subianto resmi meneken peraturan pemerintah pp nomor 47 tahun 2024 tentang penghapusan piutang macet kepada usaha mikro kecil dan menengah umkm pada selasa 5 november 2024 melalui pp ini pemerintah akan menyetip piutang di sektor pertanian perkebunan peternakan perikanan dan kelautan pemerintah akan menjalankan salah,1,1,0,0,0,0,1,0,1,0,0,0
berita_kaggle,2026-03-26,korban kebakaran di penjaringan jakarta utara membutuhkan bantuan makanan dan air bersih usai rumah mereka dilahap si jago merah kami butuh bantuan makan sembako sembako air karena kan untuk mandi tidak ada ujar salah seorang warga siswoyo 62 kepada kompas com di lokasi sabtu 7 6 2025 selain itu warga,1,0,0,0,1,0,0,0,1,0,0,0
twitter,2026-03-25,rann macet dimana mana mau pada kemana si,1,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,para pesohor turut menanggapi tragedi pengemudi ojol bernama affan kurniawan yang tewas dilindas mobil kendaraan taktis atau rantis brimob saat membubarkan demonstran pada kamis malam 28 agustus 2025 sekitar pukul 19 25 wib aktor denny sumargo juga mengunggah foto tangkap layar kejadian serupa ia membuat satu kalimat yang ditulis dengan,2,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,wakil gubernur provinsi jawa timur emil elestianto dardak mengatakan akan memeriksa penyitaan buku yang dijadikan barang bukti dalam penetapan tersangka kerusuhan demo agustus lalu emil meminta waktu agar dirinya bisa memastikan tindakan yang diambil oleh polda jawa timur itu kami mohon waktu kami pastikan dulu untuk memahami apa yang terjadi,1,1,0,0,0,0,0,0,0,1,0,0
twitter,2026-04-02,gama kalo udah numpuk spt ini bau nya bukan bau sampah,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,stasiun pasar senen jakarta pusat mulai dipadati pemudik yang memilih berangkat lebih awal untuk menghindari lonjakan penumpang menjelang lebaran 2025 pada minggu 23 3 2025 salah satu pemudik utami roro 27 menjelaskan alasan memilih pulang lebih cepat ke kampung halamannya di yogyakarta karena sistem fleksibel kebetulan saya kerjanya remote bisa,0,2,0,0,0,0,1,0,1,0,0,0
berita_kaggle,2026-03-26,badan meteorologi klimatologi dan geofisika bmkg menerbitkan peringatan dini ihwal potensi cuaca ekstrem berupa hujan lebat disertai angin kencang yang akan melanda sejumlah wilayah di indonesia selama sepekan ke depan kepala bmkg dwikorita karnawati mengatakan dinamika atmosfer yang kompleks berkontribusi meningkatkan risiko bencana hidrometeorologi dinamika ini memicu potensi hujan lebat,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta kesatuan aksi mahasiswa muslim indonesia kammi menggelar demonstrasi di kawasan patung kuda monas jakarta pusat pada kamis 15 agustus 2024 dalam aksi itu kammi mengusung tema sidang rakyat matinya demokrasi di tangan jokowi catatan kelam satu dekade pemerintahan jokowi ketua pengurus pusat kammi ahmad jundi khalifatullah dalam,0,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,pemerintah provinsi dki jakarta mulai merelokasi 14 keluarga yang tinggal di kolong tol angke jakarta barat ke rumah susun rusun rawa buaya pada sabtu 30 11 2024 langkah ini bertujuan untuk memberikan hunian yang lebih layak bagi warga yang selama ini hidup di bawah fasilitas umum relokasi tahap pertama ini,0,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2024-09-08,kompas com selain macet dan sampah problematika lain jakarta adalah pengelolaan air perpipaan permasalahan yang masih timbul selama 25 tahun dalam pengelolaan air perpipaan mencakup pasokan air kualitas air dan penarifan atau tagihan sepanjang periode 2023 hingga awal september 2024 persoalan ini terwadahi dalam pengaduan yayasan lembaga konsumen indonesia ylki,1,1,0,1,0,0,1,0,0,0,0,0
twitter,2026-03-26,80 thn merdeka tapi masih ada warga yang harus lahiran di hutan garagara 25k jalan rusak ironisnya daerah sebelahnya justru penghasil aspal kelas dunia kok bisa ya aspalnya ada tapi jalannya tetep amburadul kesejahteraan masyarakat kopeang peduli mamuju clara shinta senin mar 30,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2025-09-21,wakil ketua pemberdayaan dan pengembangan wilayah masyarakat transportasi indonesia mti pusat djoko setijowarno mengusulkan agar penggunaan sirene dan strobo hanya dilakukan untuk presiden dan wakil presiden djoko mengatakan pejabat negara yang lain tidak perlu dikawal seperti halnya presiden dan wakil presiden terutama di tengah kemacetan jakarta dalam keseharian dengan hirup,1,1,0,0,0,0,1,0,0,0,0,0
twitter,2026-03-29,txtdaribekasy banyak sekolah yang biaya dan uang masuknya puluhan juta tapi gurunya digaji kecil bahkan bisa jauh dari umr 14k 230 spp mahal,1,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,gempa bumi dahsyat melanda myanmar dan thailand menewaskan hampir 150 orang dan melukai ratusan orang puluhan orang lainnya terperangkap di dalam bangunan yang runtuh dan jumlah korban tewas diperkirakan akan meningkat dilansir afp jumat 28 3 2025 gempa dangkal magnitude m 7 7 melanda barat laut kota sagaing di myanmar,2,2,0,0,0,1,0,0,0,0,0,0
twitter,2026-03-25,media cibubur industri teknologi bergejolak oracle puluhan ribu karyawan oracle dikabarkan memangkas hingga 30000 karyawan secara global email phk,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,kawan dari serang banten membentuk kakak aman untuk membangun kesadaran akan kekerasan seksual terhadap anak indonesia disebut berada dalam kondisi darurat kekerasan seksual terhadap anak data kementerian pemberdayaan perempuan dan anak pada 2024 menyatakan satu dari empat perempuan usia 15 64 tahun pernah mengalami kekerasan fisik dan seksual sementara satu,2,1,0,0,0,0,0,0,0,1,0,0
berita_kaggle,2024-09-12,warga rt 05 rw 01 duri kosambi cengkareng jakarta barat mengalami krisis air bersih sejak lima tahun terakhir pengamatan kompas com di lokasi kamis 12 9 2024 para emak emak terlihat sedang mengantre untuk mendapat air bersih dari salah satu rumah warga mereka membawa galon dan ember untuk menampung air,2,1,0,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,sebanyak 25 rt di jakarta masih terendam banjir hingga senin 3 3 2025 malam pukul 21 00 wib bpbd badan penanggulangan bencana daerah mencatat saat ini genangan terjadi di 25 rt di jakarta selatan 11 rt jakarta timur 14 rt ujar kepala pusat data dan informasi bpbd jakarta mohamad yohan,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,burnout tak hanya dialami oleh orang dewasa tetapi juga anak anak seperti pada orang dewasa burnout juga membuat anak merasa tidak bersemangat putus asa sinis dan kesal sehingga menghalanginya untuk produktif atau menyelesaikan tanggung jawab organisasi kesehatan dunia atau who mengakui bahwa burnout merupakan fenomena pekerjaan menurut laman mental health,2,0,0,0,0,0,0,0,0,0,0,1
twitter,2026-03-29,eve eunchae yang mocking anak sekolahan meanwhile dia sendiri itu ya putus sekolah,2,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2025-04-09,presiden angkat bicara soal aksi demonstrasi yang dilakukan di banyak wilayah mahasiswa hingga kelompok masyarakat sipil dalam demonstrasinya menuntut sejumlah hal mulai dari penolakan ruu tni revisi uu pilkada hingga efisiensi anggaran yang dilakukan pemerintah dalam wawancaranya oleh enam pemimpin redaksi media pada minggu 6 4 2025 presiden menitikberatkan kepada,0,1,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2026-03-26,pelaku pencurian sebuah toko bangunan di jalan raya rawa kalong desa karangsatria tambun utara kabupaten bekasi pada senin 14 7 2025 dini hari diduga berjumlah tiga orang berdasarkan rekaman cctv di lokasi memperlihatkan dua pelaku bertugas sebagai eksekutor dan satu pelaku lainnya berjaga di dalam mobil dalam rekaman itu terlihat,0,1,0,0,0,0,0,0,0,1,0,0
twitter,2026-03-26,untuk dalam kota mending crv ga sih evoque lebih cocok buat offroad atau ga jalan berlubang yang sering dilalui truk pernah nyoba evoque selain berat tempat duduknya rendah banget dan dashboardnya ketinggian,1,1,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,salah satu warga bernama putri 27 menceritakan pengalamannya terjebak banjir saat hendak berangkat kerja di jalan cakung cilincing cacing jakarta utara rabu 9 7 2025 berangkat dari arah wali kota jakarta timur lewat jalan samping tol pas menyeberang ke jalan cacing sudah mulai macet ucap putri saat diwawancarai kompas com,1,1,1,1,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,gubernur jakarta pramono anung meninjau lokasi pengungsian warga terdampak banjir di gor otista jakarta timur rabu 5 3 2025 pantauan kompas com di lokasi pramono tiba sekitar pukul 17 25 wib mengenakan pakaian dinas putih ia langsung memasuki gor dan menyapa para pengungsi yang terdiri dari anak anak hingga lanjut,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,sman unggulan mh thamrin jakarta timur yang kini bertransformasi menjadi sekolah garuda tetap menggunakan kurikulum cambridge sebagai bagian dari sistem pembelajarannya kepala sman unggulan mh thamrin sarjono mengatakan tidak ada perubahan signifikan dalam kurikulum meski sekolahnya kini berstatus sekolah garuda tidak ada semuanya kurikulumnya tetap sama makanya tadi saya sampaikan,1,0,0,0,0,0,0,0,0,0,1,0
twitter,2026-03-28,antonimiji ya bener kan kapal iran buang limbah,0,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,gunung ile lewotolok yang berlokasi di kabupaten lembata nusa tenggara timur ntt mengalami erupsi pada rabu 3 september 2025 sekitar pukul 12 26 wita gunung setinggi 1 423 meter di atas permukaan laut itu menyemburkan abu vulkanik dengan tinggi kolom 500 meter dari atas puncak kawah salah satu petugas pos,0,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2026-03-26,sesosok bayi perempuan ditemukan di area perkebunan kawasan megamendung bogor jawa barat bayi ditemukan dalam keadaan selamat dan terbungkus kain pakai kain dibuntal gitu bayinya nggak ketahuan alhamdulillah si anaknya keras juga nangisnya pas di rumah sakit kata kapolsek megamendung akp yulita kepada wartawan sabtu 13 9 2025 yulita mengatakan,0,2,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,banjir rob di depan jakarta international stadium jis telah surut sejak pukul 10 00 wib senin 30 12 2024 kondisi jalan re martadinata yang sebelumnya tergenang air kini kembali normal pantauan kompas com pada pukul 17 40 wib menunjukkan tidak ada genangan air di lokasi tersebut dan arus lalu lintas,1,0,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,menteri sosial republik indonesia saifullah yusuf gus ipul menegaskan efisiensi anggaran tidak akan mengurangi hak masyarakat untuk menerima alokasi bantuan sosial bansos serta pemberian honor petugas pendamping sosial pendamping tidak perlu khawatir soal efisiensi jatah untuk rakyat tidak akan dikurangi malah bansos memungkinkan akan ditambah kata gus ipul dalam keterangan,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,ikatan dokter anak indonesia idai menyatakan prihatin atas maraknya kasus keracunan makanan pada anak sekolah akibat sajian program makan bergizi gratis mbg idai mendesak pemerintah segera menyiapkan prosedur mitigasi kasus keracunan jika ingin meneruskan program ini perlu disiapkan prosedur mitigasi kasus keracunan yang melibatkan pemerintah sekolah dokter spesialis anak tenaga,2,1,0,0,0,0,0,0,0,0,1,1
twitter,2026-03-25,knrn tapi masalahnya ini bukan cuma bikin keki soal tapi bahaya di bawah juga mungkin makin banjir macet,2,1,0,1,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,atap rumah warga yang ambruk akibat angin puting beliung di padasuka kota cimahi jawa barat 13 oktober 2025 asesmen sementara badan penanggulangan bencana daerah kota cimahi mencatat 26 rumah dan dua fasilitas umum di tiga rukun warga di wilayah padasuka kota cimahi rusak terkena angin puting beliung antara abdan syakura,2,0,0,0,0,1,0,0,0,0,0,0
twitter,2026-03-28,qais terus terang temen2 gw yang berprestasi banyakan sukses dan ga ada yang jadi beban keluarga deh ini coping mechanism murid apa gimana putus sekolah,2,2,0,0,0,0,0,0,0,0,1,0
berita_kaggle,2024-11-13,jalan kh noer ali dari grand kota bintang ke arah simpang galaxi bekasi selatan dalam kondisi rusak pengamatan kompas com di lokasi rabu 13 11 2024 permukaan jalan itu terlihat mengelupas dan berlubang bahkan di beberapa ruas jalan yang berdekatan dengan sungai kalimalang terlihat bergelombang tak beraturan kondisi jalan ini,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,sebuah bangunan tua di jalan bukit duri tanjakan tebet jakarta selatan roboh saat hujan deras dan angin kencang melanda jakarta rabu 2 7 2025 sekitar pukul 18 10 wib telah ambruk bangunan tua saat hujan lebat kata kepala satgas badan penanggulangan bencana daerah bpbd jakarta selatan kendar dalam keterangannya rabu,2,1,0,0,0,1,0,0,0,0,0,0
berita_kaggle,2025-09-23,gubernur dki jakarta pramono anung wibowo menyoroti masalah air bersih di wilayah cilincing jakarta utara ia menilai warga di wilayah tersebut masih kesulitan mendapatkan air bersih yang layak sehingga perlu mendapat perhatian serius dari pemerintah terus terang saya sudah keliling seluruh wilayah di dki salah satu problem yang cukup harus,1,1,0,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,kompas com perumda air minum jaya pam jaya mengingatkan setiap pelanggan untuk memastikan kondisi air tetap aman dan hemat selama mudik lebaran 2025 berikut sejumlah langkah yang harus dilakukan untuk memastikan kondisi air aman selama mudik pertama tutup semua keran dan pastikan tidak ada keran yang bocor atau terbuka agar,1,0,0,0,1,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,gempa bumi dengan magnitudo m 4 1 terjadi di kabupaten mandailing natal sumatera utara sumut gempa ada pada kedalaman 112 kilometer gempa mag 4 1 tulis bmkg melalui akun x nya sabtu 23 8 2025 gempa terjadi pada pukul 23 32 wib gempa ada pada titik koordinat 0 71 lintang,2,1,0,0,0,1,0,0,0,0,0,0
twitter,2026-03-26,jalanan kota banyak lubang galian kabel optik kacau ga pernah bener tuhh kerjaannya banyak yang celaka gara2 jalan berlubang pejabat tutup mata yang penting uang masuk mar 31,1,0,1,0,0,0,0,0,0,0,0,0
berita_kaggle,2025-04-13,aktivitas perdagangan di pasar gembrong sukasari kota bogor jawa barat mulai berjalan usai sejumlah pedagang eksisting dari tempat relokasi mulai masuk ke dalam kios kios pasar yang telah disediakan berdasarkan pantauan kompas com minggu 13 4 2025 kegiatan jual beli sudah terlihat sejumlah warga terlihat sibuk berbelanja kebutuhan pokok di,0,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-29,milky way krisis air disini sudah sejak h5 lebaran,2,1,0,0,1,0,0,0,0,0,0,0
twitter,2026-03-25,orang indonesia ngapa dah kalo naik transum beli tiketnya pas di depan gate tap maksud gue minimal dari pas ngantri atau jauh2 pas baru masuk stasiun gitu loh biar gak bikin antrean panjang,0,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,kemacetan parah kembali terjadi di jalan tb simatupang cilandak jakarta selatan rabu 6 8 2025 sore pantauan kompas com di lokasi kendaraan bermotor baik mobil maupun sepeda motor memenuhi ruas jalan tanpa menyisakan ruang laju kendaraan pun sangat lambat terutama bagi pengendara motor yang hanya mampu melaju dengan kecepatan sekitar,2,0,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta badan meteorologi klimatologi dan geofisika bmkg mencatat sejumlah daerah di wilayah kota dan kabupaten sukabumi jawa barat diguyur hujan ekstrem pada kamis 6 maret 2025 sehingga mengakibatkan banjir termasuk banjir bandang di tempat pelelangan ikan pelabuhan ratu berdasarkan hasil pengukuran bmkg di wilayah kabupaten sukabumi intensitas curah,2,1,0,1,0,1,0,0,0,0,0,0
berita_kaggle,2025-04-12,kementerian kesehatan memastikan penghentian sementara ppds anestesiologi universitas padjadjaran di rs hasan sadikin tidak mengganggu pelayanan kesehatan spesialistik di sana kepala biro komunikasi dan pelayanan publik kemenkes aji muhawarman menyatakan penghentian ini bersifat sementara penghentian perlu dilakukan untuk evaluasi serta perbaikan sistem pendidikan dokter spesialis khususnya di universitas padjadjaran yang,1,1,0,0,0,0,0,1,0,0,1,1
berita_kaggle,2026-03-26,asosiasi pedagang pasar seluruh indonesia appsi menolak rancangan peraturan daerah raperda kawasan tanpa rokok ktr yang tengah difinalisasi panitia khusus pansus dprd dki jakarta hal itu karena sejumlah pasal dalam rancangan tersebut dinilai memberatkan pedagang pasar rakyat dan pasar tradisional pembuat peraturan harus tahu bahwa magnet atau daya tarik pembeli,1,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2026-03-26,sebagai kawasan destinasi wisata utama yogyakarta masih berjibaku menyelesaikan persoalan sampah hingga jelang akhir tahun ini status darurat sampah masih menjadi persoalan serius pasca penutupan tempat pengelolaan akhir tpa piyungan yang menampung sampah tiga kabupaten kota di daerah istimewa yogyakarta diy mei 2024 silam padahal pariwisata yogyakarta juga mengandalkan aspek,2,1,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,seorang pria ditemukan tergeletak di tengah jl raya narogong kecamatan cilwungsi kabupaten bogor korban mengalami luka dan kini dirawat di rumah sakit saksi saksi sudah dimintai keterangan dan barang bukti di tkp tidak ditemukan bukti apapun nihil saat ini korban berada di rumah sakit cileungsi kata kapolsek cileungsi kompol wahyu,0,1,0,0,0,0,0,1,0,0,0,1
berita_kaggle,2026-03-26,rumah sakit rs polri kramat jati akan mengambil ulang sampel deoxyribonucleic acid dna korban kebakaran glodok plaza hal ini akan dilakukan jika sampel yang ada tak ditemukan profil dna nya biasanya dalam satu sampel itu tidak keluar profil dna nya nanti diulang ungkap kabid yandokpol rs polri kombes pol hery,2,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,gubernur jawa tengah ahmad luthfi mengklaim telah bekerja sama dengan sembilan perusahaan yang akan mempekerjakan korban pemutusan hubungan kerja phk massal pt sri rejeki isman tbk atau sritex menurut dia perusahaan perusahaan tersebut memberi syarat eks pekerja harus berusia kurang dari 45 tahun sudah rapat dengan hrd perusahaan dan dinas,1,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-04-03,minimi sedih banget pamanku ternyata sekarang udah gak kerja lagi habis lebaran kemaren kena ya allah phk,0,1,0,0,0,0,0,0,1,0,0,0
twitter,2026-03-25,dwi putro boleh udah diatur sejak tahun 2015 besaran amplopnya udah ditentuin dan dibayar ke kas negara kalau ada yang minta diatas itu udah pasti pungli,1,0,0,0,0,0,0,1,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta ketua umum asosiasi pengemudi ojek online ojol garda indonesia igun wicaksono mengatakan belum mengetahui detail program rumah subsidi untuk pengemudi ojol ia berujar asosiasinya belum diajak berkomunikasi dengan kementerian perumahan dan kawasan permukiman pkp terkait dengan wacana tersebut namun igun menyatakan garda indonesia menyambut baik bila ojol,1,2,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2024-11-13,ibu dan anak berinisial ags 58 dan abs 22 tewas dalam kecelakaan lalu lintas di jalan ahmad yani kelurahan kayuringin jaya bekasi selatan kota bekasi rabu 13 11 2024 pukul 11 30 wib motor yang dikendarai abs berboncengan dengan ags gagal menyalip sebuah mobil korban pengendara sepeda motor meninggal dunia,2,0,0,0,0,0,1,1,0,0,0,0
berita_kaggle,2026-03-26,tempo co jakarta presiden amerika serikat donald trump pada jumat mengajukan gugatan pencemaran nama baik terhadap media the wall street journal dan pemiliknya perusahaan media dow jones dan news corp serta taipan media rupert murdoch seperti dilansir aljazeera dan sky news trump menuntut ganti rugi setidaknya us 10 miliar atas,0,2,0,1,0,0,0,0,0,0,0,0
berita_kaggle,2026-03-26,dinas kesehatan dinkes tangerang selatan tangsel menyiapkan layanan screening virus hiv aids gratis di seluruh puskesmas di tangsel layanan ini bertujuan untuk mendeteksi kasus hiv aids sedini mungkin khususnya di kelompok masyarakat yang berisiko kami masih lakukan screening tapi untuk orang orang butuh kesukarelaan untuk memeriksakan diri ketika ia merasa,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,mursali 44 pengemudi ojek online ojol memilih tetap bekerja seperti biasa meski ada demo ojol selasa 20 5 2025 sebab mursali mengaku harus tetap mencari nafkah untuk memenuhi kebutuhan keluarganya maka dari itu dia menilai lebih penting tetap bekerja ketimbang ikut demo tidak ada alasan tertentu memang tidak ingin ikut,1,0,0,0,0,0,1,0,0,1,0,0
berita_kaggle,2026-03-26,pedagang pasar hewan barito menggelar unjuk rasa di depan balai kota jakarta 14 oktober 2025 massa menolak lapak pasar hewan direlokasi ke kawasan lenteng agung karena dianggap tidak strategis dan akan kehilangan pelanggan mereka tempo tony hartawan pedagang pasar hewan barito menggelar unjuk rasa di depan balai kota jakarta 14,0,1,0,0,0,0,0,0,1,0,0,0
berita_kaggle,2024-11-03,calon gubernur jakarta nomor urut 3 pramono anung berjanji membangun rumah sakit umum daerah rsud di cakung jakarta timur jika menang pemilihan kepala daerah pilkada 2024 ia menyebut karena ketiadaan rsud di daerah tersebut kerap kali warga yang sakit meninggal dunia saat perjalanan menuju rumah sakit seringkali ketika ada masyarakat,2,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,seorang pria berinisial x 45 ditemukan tewas setelah diduga bunuh diri dengan cara berbaring di rel commuter line krl di pelintasan antara stasiun kemayoran dan kampung bandan tepatnya di depan wtc mangga dua jakarta utara jumat 25 10 2024 dugaan sementara iya bisa dikatakan bunuh diri ujar kanit reskrim polsek,2,1,0,0,0,0,1,0,0,0,0,0
berita_kaggle,2026-03-26,pemerintah kota pemkot tangerang terus mengakselerasi program perbaikan rumah tidak layak huni rtlh sebagai bagian dari strategi penanggulangan stunting di wilayahnya fokus program ini menyasar keluarga prasejahtera yang memiliki balita dengan kondisi stunting kepala dinas perumahan dan kawasan permukiman disperkim kota tangerang decky priambodo menjelaskan rtlh bukan hanya soal perbaikan,1,1,0,0,0,0,0,0,0,0,0,1
berita_kaggle,2026-03-26,kemacetan sempat terjadi di kawasan pekan raya jakarta prj kemayoran jakarta pusat jakpus malam ini polisi memastikan kemacetan sudah mulai terurai ekor kepadatan sampai jalan hbr motik terpantau mulai berangsur bubar kata dirlantas polda metro jaya kombes komarudin kepada wartawan jumat 27 6 2025 komarudin mengatakan macet terjadi lantaran pengunjung,1,1,0,0,0,0,1,0,0,1,0,0
berita_kaggle,2026-03-26,ketua dpp pdi p wiryanti sukamdani berharap tidak ada kebijakan yang melarang kegiatan study tour karena akan berdampak langsung pada sektor pariwisata di indonesia wiryanti berpandangan kunjungan ke destinasi wisata justru berkontribusi terhadap peningkatan kualitas pendidikan dan menambah ilmu pengetahuan dari pengalaman berkunjung jadi hendaknya tidak melarang kegiatan study tour,1,0,0,0,0,0,0,0,0,0,1,0
