sumber,tanggal,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
twitter,2026-03-29,@herlambangdes,Herlambang DS Sepertinya udah penuh banget ini sampah di Bantar Gebang. Bau sampah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-29,@Dodobasuki,Endronesia Mungkin ini ada hub dgn kejadian th 2023. Tanker Raksasa punya Iran MT Armand 114 kan disita & dilelang krn buang limbah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Capitalisborju,CapitalisGanMarc Sdh dilakukan Jakarta setiap hari Rabu.. Tujuan ngurangin polusi udara,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Sugar_Sayang,"Anna Guritno I dunno gais, i think peternak lele should ngajuin amdal cz anjingg tiap ujan selalu polusi udara",Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@0urdeas,"lova bahkan tempat wisata pantai pun ramai, alias anjrit org org knp liburan ke lampung sih nambah polusi udara",Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Sinonimolo,antonimiji Ya bener kan kapal iran buang limbah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@niinrum,"rum Padahal bisa hemat dengan para pejabat pergi ke kantor dengan menggunakan kendaraan umum. Selain hemat bbm, bisa lumayan berperan dalam mengurangi macet dan polusi udara",Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@batagorrebus,Don_Joko Lah emang ia disita pengadilan.. buang limbah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@sukatomyum,rin wow balik cuti sem masuk je bilik terus bau sampah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@dustdaark,core lah mending begitu dripda di indon polusi udara,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@1_dreamchaser_1,pupuppp Bersepeda juga bantu kurangi polusi udara,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@sukamie86518,sukamie Kasusnya kan karena dia buang limbah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@yellow_ducktape,e tips hemat bbm adalah beli sepeda polusi udara,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-28,@Taufanpanjaita1,"JACK WI Ini dia Arsitek Lubang Resapan Air Hujan, Patung Bambu beteot, ganti nama jalan, pembabat pohon di Monas, salah bayar ATK puluhan miliar, polusi udara",Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@SehatkanUdaraku,"Sehatkan Udaraku Demi udara yang lebih aman untuk keluarga dan anak, jangan lelah untuk terus menyuarakan pemerintah biar: polusi udara",Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-27,@ruliemaulana,Rulie Maulana Gw ngga nemu sumber cerita tiga tahun lalu kapal ini disita Jokowi karena ikut perintah Biden. Beritanya kapal ini ditangkap dengan bantuan Malaysia karena transhipment illegal di Batu Ampar dan buang limbah,Lingkungan & Sampah,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@djavatodaycom,"DjavaToday Viral Dugaan di Jembatan Cirahong, Kades Pawindan Ciamis Beri Penjelasan Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@bukanpinokio_,NKRI Sibuk Banget Pernah lewat kesini tidak. Kan itu pertanyaannya. Kalau lewat pasti jawabnya oo tidak akan koar-koar pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@aswinbudi,"aswin budi pratomo Tp baru merdeka tahun 75, bentar lg udah lebih makmur dr Indo. Knp? Less corruption & pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@coachbey123,Bayu Mustika Bisa di sebut berbayar itu kalau yang gak bayar gak boleh lewat. Bisa disebut apabila memaksa semua harus bayar. Disana kenyataannya semua bebas lewat walau gak ngasih uang. Adapun yang ngasih uang ya itu kembali kepada kesadaran masing masing sebagai sedekah pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@BTaliawo49910,Hama wereng Da n pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@djavatodaycom,"DjavaToday Pengguna Jalan Bantah di Jembatan Cirahong, Sebut Pemberian Sukarela Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@riskidiantoro90,"riski d Ngapain debatin polisi negara lain, polisi2 konoha noh debatin biar gak mulu.... pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@RisaRiku31,Risa Riku || Dove Mau maju tapi dimana mana ... Orang mau urung dah niat buat liburan pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Tukanggali_,jrijri gimana jadinya klo kita semu kompak ga bayar ke parkir yaa pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kemenkumjabar,Kanwil Kemenkum Jabar Kakanwil Kemenkum Jabar Asep Sutandar: Posbankum adalah wajah kementerian di tingkat desa. Kita pastikan wajah tersebut bersih dari dan selalu memberikan pelayanan hukum yang profesional. Kemenkum Jabar - Asep Sutandar. pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Harian_Jogja,Harian Jogja Bupati Batang: Seleksi Perangkat Desa Harus Transparan-Bebas Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@BTaliawo49910,"Hama wereng Kurikulum tsb 90% Berisikan ttg Budi pekerti, HAM...Sopan santun dan Agama...juga pengajarnya dari tokoh masyarakat,tokoh agama dan dari Kepolisian. Jgn lupa dlm kurikulum tsb setiap anggota Kepolisian di larang menerima suap dan melakukan pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@aswinbudi,aswin budi pratomo Kalo negara bebas korupsi dan pembangunan apa aja cepet pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@maulanar34,Uglyboy Apa yang diharapkan dr rakyat provinsi pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kemenkumjabar,"Kanwil Kemenkum Jabar 1.265 Posbankum di Sumbar bukan hanya angka, tapi harapan rakyat akan keadilan. BPHN instruksikan pengawasan berlapis agar layanan bantuan hukum gratis benar-benar bebas dari . Kemenkum Jabar - Asep Sutandar. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kumarakumba,"reikimaru lockheart Jembatannya yg bangun pemerintah bukan?klo hasil swadaya ya maklumi,tp klo yg bangun pemerintah berarti pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@nurdinyanto18,"% orang merdeka Begal aja masih banyak, masih banyak,,malah ngurus jagung pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@partaigerilya,"Tanpa pamrih Pekerjaan yg beresiko tinggi adalah supir. Karena selalu berada dibawah tekanan, : harus cepat tepat waktu, tarif kadang tak selalu seperti yg diharapkan, kemacetan, dll... Yg paling menyesakkan tuntutan dapur harus tetap ngebul.. Hati hati pak sopir pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@RahardianArif3,"Rahardian Arif Penunjukan dapur lokal itu justru buat muter ekonomi UMKM sekitar bro. Kalau semua diaudit duluan dengan , kapan anak-anak dapet makanannya? Pengawasan pasti jalan beriringan lah. birokrasi ribet",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ameaksindo,Ameaja Ini JABAR KAN..... pungli pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@oh_manase,Chaithra K /ಚೈತ್ರ Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@JundiAbdullah,Abdullah WOY... MEREKA YANG BANGUN JEMBATANNYA YA ??? MEREKA YANG MERAWAT JEMBATANNYA YA ??? Sepertinya tidak. Merak kan mau duitnya aja. PU NGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@susantosur35653,WU sebabnya karena dan bisa juga uang korupsi. kalau ketahuan biasanya di bekukan. pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Agus_Herdiono86,Yoyon agus Herdiono,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@diaryumbi,"sudah lelah di kecamatan kalasan cepet sih, ga sampe sejam.. bahkan pas cuti bersama lebaran masih buka pelayanan.. ngurus ktp",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@am_adigakarthik,Karthik Olledadre siddanna..illandre heng pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Sakurafuji18,Zalfa Lu salah satu keluarga makan uang hasil punglinya ya?? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Sakurafuji18,"Zalfa Apapun itu jangan normalisasikan anjing, jawa barat itu punglinya banyak banget sumpah, apalagi ditempat wisata kaya curug banyak banget punglinya. Gimana mau maju negara ini pada otak gak mau kerja keras. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@imi_belawan,Kantor Imigrasi Kelas II TPI Belawan Halo Sobat Iban pungli pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@astama1944366,astama nah itu inti nya kan gak ada guna nya kita bayar pajak. sedangkan mmbngun toko ada pajak nya kan ada ijin usaha nya kan. lalu pas beli di struk juga ada ppn nya kan yg di beban kan ke pelanggan. ijin toko juga hrus menyapkan parkiran smentra. jdi jika masih ad guna nya? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@masihperjakal,"K terminal bis swasta mencerminkan seberapa bobroknya negara gamau ngebenerin terminal negri yang banyak pelecehan seksual, calo maksa, dan . props buat swasta pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@imeeeemm,Yang minta pas lg ngurus stnk emang pake kaos band apa? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@NinaUlezzz,Nisa Gak perlu ada drama karena stok melimpah di lapangan. Kebijakan BBM Tidak Naik menunjukkan pemerintah sangat siap hadapi krisis. Bukti kalau antrean panjang,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@punyamanggadua,Ponakan Elon sayang sekali akamsi disana gak bisa narikin di jalan mau ke pantai pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@BoimAdji,"BoimAdji Dimana l-mana itu salah, namanya saja pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@DeblengSya44130,Debleng Syarif Gw bayar pajek kendaraan aja masih di ... harooohh pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@reododdyleonard,"Bang Bebas Keluarga besar gua menghindari wisata di Jabar Krn , akomodasi dan kulinernya mahal. Mending ke Jawa Tengah/Timur. Tp tempat favorit gua klo liburan tetap Bandung. Kota yg selalu ngangenin. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@satyaNug,"RuLL Bukan tapi mata berharap. Klo sukarela, suruh pergi dan kerja aja. Ngapain nungguin jembatan, ambil untung dri fasilitas negara itu Kejahatan. Paham?? Masih adakah manusia yg sukarela nungguin jembatan?????? pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@BogorBorde34758,Border Bogor pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@humaspolreskaro,"Polres Tanah Karo Polsek Berastagi Monitoring Antisipasi di Simpang Doulu, Situasi Aman Kondusif Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Dargom1042833,"Dargom Portal Bendungan Lahor Dibuka Paksa, Warga Tolak Retribusi Akses Malang-Blitar - Kalau tidak ada yg melindungi dan terima setoran ya tidak mungkin ada retribusi yang tidak jelas peruntukannya, jatuhnya pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@grok,"Grok Ini video dari customer yang lagi ngomel-ngomel di counter Samsung Galaxy S26 Series. Dia kesel karena promo tukar tambah (kayak S25 Ultra ke S26) bikin banget—udah nunggu dari jam 6 pagi, lebih dari 1 jam, tapi pelayanannya kurang oke. Dia bilang konsumen raja, antrean panjang",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@HanifRa050191,Hanif Ramadhan INFO PENTING: Stok BBM & LPG Nasional dipastikan AMAN dan HARGA STABIL. Distribusi lancar dari hulu ke hilir untuk pastikan kebutuhan rakyat terpenuhi. Gak ada lagi drama ! Cek infonya video berikut! antrean panjang,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kusjantonoWK,Bukan penyembah budaya arab ! Karena obyek KORUPSI hanya berfokus kepada Kerugian Negara . Sebaiknya PEMERASAN dan juga sebagai indikator KORUPSI juga . Ubah segera Undang undang nya . CC PUNGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@OnlineNico37586,Nico Online Menurut JPU & penegak hukum itu bukan tindakan kriminal ?? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@kusjantonoWK,Bukan penyembah budaya arab ! Saat korupsi hanya mempersoalkan KERUGIAN NEGARA . Padahal DAN PEMERASAN adalah KORUPSI PALING MENJIJIKAN !! PUNGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@usergreen,BintangKejora Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@fahmisalimudin,"Fahmi Salimudin Nah berarti tau dong yg harus disalahin siapa? Jelas pemerintahnya, bikin fasum nanggung sampe cuma bisa dilewatin 1 arah doang dengan intensitas kendaraan lumayan tinggi, udah jelas padahal potensi untuk jadi sarang cukup tinggi, tapi malah dibiarin hehe pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@mawaruchikyuwu,"nyinyo Kalo ekonomi kamu kurang, berarti kamu dari SMP negeri kan nder? SMP negeri itu seharusnya gratis, dan penebusan ijazah seharusnya GAK DIPUNGUT BIAYA APAPUN. Kalau ada, berarti SMP kamu . LAPORIN NDER!!! PUNGLI",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@iyonk1972,iyonk Buzzer sptnya. pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@pipit_kagome,ppt Bawaannya pengen mulu pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@respati722,respati ok artinya kalian mewajarkan adanya pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@hagiewana,"Pemuda Idangan Penasaran kalo tukang punglinya lagi wisata dan mereka di- -in lagi sama orang, gmn sikap mereka pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Xunloaders,Aparatur Sipil Netizen Itu kan yg kalian dan mereka mau,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@samsonmyrza,"nex 2 masuk Gunung Bunder aja 1.2K nya banyak banget .mana mahal ga ngotak, jawa barat kalo soal pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@fito2610,"call_me_ozi dl w jg gitu, egk bs tebus ijazah sma, egk bs ikut sbmptn karena nama egk terdaftar sebagai siswa... i feel you 1.4K",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@RedSemvack,Merah_Putih_Harga_Mati Wisata 1001 pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@_callmebayu,"panggil saya siapa? Alhamdulillah kemaren di kua gaada tambahan atau apa apa. Pure 600rb itu, selama pengurusan berkas juga gaada pungutan. Padahal sekitar 2 tahun lalu, temen yg beda kecamatan buat pengurusan berkas aja katanya bisa sampe 100-200rb. Terus sodara yg nikah beda 2 minggu ... pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@phamnaoi,8 K1MI 🫪 suisol si leesol jukir liar indomaret yg palang parkir gratisnya dipilok oknum dishub biar bs dan sui yg marah2 tiap ditarif parkir krn 2rbnya bisa dibeliin folio buat tugas essay perweek pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dodowiru,"Landak Biru Selama masih banyak , semua hanya omon-omon! pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@cozyiche,askdwjk sebel bgt banya yg didaerah wisata pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@leontakhessi,leonard Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@rainssoliloquy,Rain | Currently Higu-pilled .....males baru... ngurus ktp,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@zuhrimuhammad13,"ANTON BAMBANG Emang rata2 Jawa Barat rawan , emang bangsat tu yg pungli2 pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dr_slummp,"Gabut Oh Jawa Barat, emang daerah pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@BudiBudiaw20398,"Budi Budiawan Lembaga buat hapusin , preman, koruptor dll, itu lebih urgen. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@sipalingvokasi,Jeruk nipiz LOCK IN UTBK! Indonesia bakal sulit maju kalo gini aja harus ada Sc : facebook pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@farahdlpuspa,"𝑭 udah pernah nii pas kemarin mudik nyempetin mampir. sayangnya ke sana udah jam set 9 malam, sisa doang utk beli kopinya. jajanan pasarnya udah habis semua antrean panjang",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@e2rdgunawan,Edward Ariady G Itu . Aparat keamanannya kemana ? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ouftlaw,Noah pungli pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@litasamud,"litasamud Gak lapor komisi kejaksaan kah kak? Ngomong2 kejaksaan, yuk kita pantau kasus ini rame2. 11/12 lah sama kasus korupsi kuota haji, cuma ini bedanya 13K bagi calhaj. Usut tuntas, jangan sampai berlalu begitu saja tanpa pertanggungjawaban hukum pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@soaengls,lilie fb pelan limit setiap lewat tugu selalu heran photoboxnya selalu rame terus pdhl bgt weiii gpernah sepi kdang tengah hari jg msih rame plsss antrean panjang,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@litasamud,"litasamud Ngomong2 kejaksaan, yuk kita pantau kasus ini rame2. 11/12 lah sama kasus korupsi kuota haji, cuma ini bedanya bagi calhaj. Usut tuntas, jangan sampai berlalu begitu saja tanpa pertanggungjawaban hukum pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@KoplakHong,Koplakhong Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@horatatak,𓆟 nonono itu yg belum dikuasai chandalee pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@WWXCHN,𝑁𝑎𝑑𝑎 Oh jadi ini dibalik i curug pungli d,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@lahapaansiiih,"kukirakukaku Sebuah keresahan aing selama tinggal di jabar, rek tamasya ge ripuh ku pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dirahardiniati,"dira JAHAT BANGET SI BU BIKIN NARASI NYA,SEAKAN AKAN WARGA DISANA !!! PUNGLI",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@PojokKopiCiamis,PojokKopiCiamis Nuhun mang.. tanpa anda lalu lintas bakal semrawut.. Sanes .. Tara maksa.. Anu komen negatif paling anu sakali lewat.. Pengguna harian jembatan cirahong mah pasti seuri ningali postingan ieu... pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dirahardiniati,dira PAAKKKK INI VIDIO SAYA! IBU INI NAMBAHIN WATERMARK SENDIRI TOLONG DI BANTU INI DI BENARKAN SEAKAN AKN MENGGIRING OPINI KALO INI PUNGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@AsinanAsasin,"Kekuatan pejabutnya korupsi, rakyatnya , kombinasi dajjal pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@waeuciss,"pakwas Industri kalo mau bermekaran harus kepastian hukum jelas, /premanisme dibasmi,infrastruktur memadai. Itu dulu dibenahi. Kalo ada yang berani kayak gitu, all in 4 periode juga gas aja. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@ppppanteqqqq,"orang indonesia ngapa dah kalo naik transum beli tiketnya pas di depan gate tap. maksud gue, minimal dari pas ngantri atau jauh2 pas baru masuk stasiun gitu loh biar gak bikin antrean panjang",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@HaryaWee,"GaRi~NDeLok! Simple aja utk meminimalisir , di situ kasih aja traffic light di ujung sisi masing². Mrk pasti gak bs lkkn pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@hamdansyabani,"ham dan sya Saat ini dan nggak tau sampe kapan, Cirahong tanpa bapak pengatur keluar masuk kendaraan tadi, bakal riweuh dan macet karena keluar masuk motor baiknya memang hanya 1 arah bergantian, bahkan masuk kategori pun tidak. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@dwiputro89,dwi putro Boleh.. udah diatur sejak tahun 2015.. besaran amplopnya udah ditentuin dan dibayar ke kas Negara.. kalau ada yang minta diatas itu udah pasti .. pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@Javanicus_Hasan,"panggil aja Jembatan Bendung Lahor Malang-Blitar udah digratisin, JABAR MASIH AJAK PUNGLA . si kaing kaing nunggu apaan lagi ini? kurang viral kah? PUNGLI",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@noorriansjah,Rian Jabar everywhere pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@restuinsanalim,"restuu pdhl ga bayar juga gppaa org org disit u mah pada baik, ga bakal ngamuk kaya pungli lain",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@putri_herdipura,"putriherdipura Percuma.. hasilnya jg masi banyak polisi yo korup, suka pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@GregWahyudi,"LapendosPademangan Jabar lagi, lagi lagi Jabar...sarang pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@munvess,Ssefnum -RL Guys boleh spill tata cara 3.8K hilang gak ya... Apa harus ke kantor polisi... Halo... Aduh aku pusing banget bentar lagi UTBK malah dompet dan KTPku ilang... ngurus KTP,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@CNNIndonesia,"CNN Indonesia Kasus 2.1K Turis WNA, Kepala Imigrasi Batam Dicopot dan Diperiksa Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@petransyech,"Petran Provinsi serebu , kemarin parkiran RSUD dipungliin udah ga waras orang sakit&keluarganya dipungliiin, ini jembatan yg bangun siapa yg mungki siapa. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@baliqnugraha,edan gerlong setiap beberapa meter loba parkir liar najis pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@9belas_33,ᮊᮄᮙᮔ᮪ Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@syahril24,"A Aril ah bahas gini klo ga ada hasilnya jg ngapain, percuma. cuma buat pencitraan biar kelihatan kerja, pdhl buktinya nyata di perlukan, pemberantasan korupsi, (parkir liar, warlok pemungut biaya masuk lokasi yg tak resmi), pembukaan lapangan pekerjaan yg merata pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
twitter,2026-03-25,@batamtoday,"Batamtoday Dugaan Oknum Imigrasi di Pelabuhan Batam Centre Diselidiki, Sanksi Tunggu Keputusan Pusat Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
